reading_no;reading_type;duration;time;user;sigma_value;units;batch;heat;lot;note_xrf;sample_measurement_id;sample_id;site_id;N;E;coord_ref;parish;patina;munsell_hue;munsell_value;hue;color;material;artefact;type;note_measurement;texture_1;texture_2;luster;sedimentary_structures;foliation;topography;homogeneity;inclusion;%-inclusion;surface;max_width_mm;max_length_mm;max_height_mm;weight_g;area_mm;sample_size;mode;Bal;12Mg;13Al;14Si;15P;16S;17Cl;19K;20Ca;23V;24Cr;25Mn;26Fe;27Co;28Ni;29Cu;30Zn;33As;34Se;37Rb;38Sr;39Y;40Zr;41Nb;42Mo;46Pd;47Ag;48Cd;50Sn;51Sb;56Ba;72Hf;73Ta;74W;75Re;79Au;80Hg;81Ti;82Pb;83Bi;90Th;92U
1539;Mining;133.05;tor aug 6, 2020 - 14:06:15;User;2;%;;;;;492;492;Raä 123;7196682;755062;Sweref 99 TM;Skellefteå;Yes;N1; ;Dark;Black;Quartzite;Point preform;Preform;Sample point on lighter side;Granular;Medium-grained;Bright vitreous;None;Foliated;Conchoidal;Yes;;;;49;102;20;86;4998;Large;Mining;58.8051 ;;5.8767 ;31.2545 ;0.0331 ;0.0369 ;0.0211 ;1.5558 ;0.2833 ;0.0008 ;0.0041 ;0.0302 ;1.7447 ;;;;0.0077 ;;;0.0125 ;0.0055 ;0.0037 ;0.0470 ;0.0013 ;;;;;0.0013 ;;0.0634 ;;;;;;;0.1002 ;0.0016 ;;0.0010 ;0.0004 
1540;Mining;133.21;tor aug 6, 2020 - 14:09:23;User;2;%;;;;;492;492;Raä 123;7196682;755062;Sweref 99 TM;Skellefteå;Yes;N1; ;Dark;Black;Quartzite;Point preform;Preform;Sample point on dark patina rich side;Granular;Medium-grained;Bright vitreous;None;Foliated;Conchoidal;Yes;;;;49;102;20;86;4998;Large;Mining;56.1402 ;0.7775 ;6.0218 ;33.7087 ;0.0549 ;0.0713 ;0.0230 ;1.6508 ;0.1904 ;0.0011 ;0.0054 ;0.0193 ;1.1570 ;;;;0.0078 ;;;0.0098 ;0.0038 ;0.0042 ;0.0307 ;0.0007 ;;;;;0.0014 ;;0.0505 ;;;;;;;0.0674 ;0.0011 ;;0.0011 ;0.0002 
1541;Mining;133.04;tor aug 6, 2020 - 14:13:02;User;2;%;;;;;493;493;Raä 123;7196682;755062;Sweref 99 TM;Skellefteå;Yes;N1; ;Dark;Black;Quartzite;Point preform;Preform;Sample point on lighter side;Massive;Medium-grained;Waxy;None;Foliated;Conchoidal;Yes;;;;74;122;27;192;9028;Large;Mining;55.8816 ;;5.3838 ;34.3044 ;0.0246 ;0.0274 ;;2.7261 ;0.2465 ;0.0011 ;0.0045 ;0.0205 ;1.1575 ;;;;0.0072 ;;;0.0124 ;0.0050 ;0.0026 ;0.0358 ;0.0008 ;;;;;0.0014 ;;0.0702 ;;;;;;;0.0770 ;0.0010 ;;0.0008 ;0.0004 
1542;Mining;133.19;tor aug 6, 2020 - 14:16:02;User;2;%;;;;;493;493;Raä 123;7196682;755062;Sweref 99 TM;Skellefteå;Yes;N1; ;Dark;Black;Quartzite;Point preform;Preform;Sample point on darker patina rich side;Massive;Medium-grained;Waxy;None;Foliated;Conchoidal;Yes;;;;74;122;27;192;9028;Large;Mining;60.7685 ;;3.8053 ;31.5305 ;0.0210 ;0.0323 ;0.1353 ;1.9654 ;0.2863 ;0.0020 ;0.0013 ;0.0127 ;1.0974 ;;;;0.0084 ;;;0.0097 ;0.0048 ;0.0032 ;0.0319 ;0.0005 ;;;;;0.0016 ;;0.0579 ;;;;;;;0.0702 ;0.0006 ;;0.0009 ;
1543;Mining;133.41;tor aug 6, 2020 - 14:19:50;User;2;%;;;;;494;494;Raä 123;7196682;755062;Sweref 99 TM;Skellefteå;Yes;N1; ;Dark;Black;Quartzite;Point preform;Preform;Sample point on lighter side;Granular;Medium-grained;Waxy;None;Foliated;Conchoidal;Yes;;;;85;109;38;256;9265;Large;Mining;63.0865 ;;5.1443 ;26.4025 ;0.0311 ;0.0605 ;;3.2599 ;0.2845 ;;0.0022 ;0.0231 ;1.3532 ;;;;0.0041 ;;;0.0145 ;0.0078 ;0.0031 ;0.0383 ;0.0009 ;;;;;0.0016 ;;0.0731 ;;;;;;;0.1162 ;0.0012 ;;0.0007 ;
1544;Mining;132.09;tor aug 6, 2020 - 14:23:11;User;2;%;;;;;494;494;Raä 123;7196682;755062;Sweref 99 TM;Skellefteå;Yes;N1; ;Dark;Black;Quartzite;Point preform;Preform;Sample point on flatter darker patina rich side;Granular;Medium-grained;Waxy;None;Foliated;Conchoidal;Yes;;;;85;109;38;256;9265;Large;Mining;59.5841 ;;3.9941 ;29.7994 ;0.1278 ;0.1695 ;0.0638 ;4.2430 ;0.3242 ;0.0023 ;0.0064 ;0.0297 ;1.2993 ;;;;0.0052 ;;;0.0184 ;0.0050 ;0.0047 ;0.0425 ;0.0011 ;;;;;0.0015 ;;0.1658 ;;;;;;;0.1080 ;0.0022 ;;0.0013 ;0.0005 
1545;Mining;133.12;tor aug 6, 2020 - 14:26:30;User;2;%;;;;;495;495;Raä 123;7196682;755062;Sweref 99 TM;Skellefteå;Yes;N1; ;Dark;Black;Quartzite;Point preform;Preform;Sample point on side with less patina;Massive;Medium-grained;Waxy;None;Foliated;Conchoidal;Yes;;;;59;68;24;84;4012;Large;Mining;60.2901 ;;6.6550 ;30.8036 ;0.0312 ;0.0501 ;0.0507 ;0.4358 ;0.2762 ;0.0006 ;0.0042 ;0.0155 ;1.1178 ;;;;0.0061 ;;;0.0077 ;0.0040 ;0.0038 ;0.0384 ;0.0008 ;;;;;0.0015 ;;0.0235 ;;;;;;;0.0737 ;0.0006 ;;0.0012 ;0.0003 
1546;Mining;132.65;tor aug 6, 2020 - 14:29:12;User;2;%;;;;;495;495;Raä 123;7196682;755062;Sweref 99 TM;Skellefteå;Yes;N1; ;Dark;Black;Quartzite;Point preform;Preform;Sample point on patina rich side;Massive;Medium-grained;Waxy;None;Foliated;Conchoidal;Yes;;;;59;68;24;84;4012;Large;Mining;61.4575 ;;5.9879 ;30.2469 ;0.0272 ;0.0542 ;0.0656 ;0.4714 ;0.2699 ;0.0007 ;0.0037 ;0.0229 ;1.2123 ;;;;0.0074 ;;;0.0073 ;0.0040 ;0.0044 ;0.0405 ;0.0007 ;;;;;0.0016 ;;0.0259 ;;;;;;;0.0856 ;0.0009 ;;0.0012 ;0.0003 
1547;Mining;132.03;tor aug 6, 2020 - 14:33:17;User;2;%;;;;;496;496;Raä 252:1;7180835;787001;Sweref 99 TM;Bureå;No;5Y; 7/1;Light;Opaque streaked with black;Quartz;Point;Point;Sample point on side without inv. nr. marking;Granular;Fine-grained;Waxy;None;Foliated;Fine;No;Dark mineral inclusion;25;;14;21;8;;294;Small;Mining;59.7760 ;;0.1445 ;39.8422 ;;0.0194 ;;0.1220 ;0.0139 ;;0.0048 ;;0.0105 ;;;;;;;0.0003 ;;;0.0051 ;;;;;;;;0.0122 ;;;;;;;0.0055 ;;;;
1548;Mining;132.97;tor aug 6, 2020 - 14:35:59;User;2;%;;;;;496;496;Raä 252:1;7180835;787001;Sweref 99 TM;Bureå;No;5Y; 7/1;Light;Opaque streaked with black;Quartz;Point;Point;Sample point on side with inv. nr. marking;Granular;Fine-grained;Waxy;None;Foliated;Fine;No;Dark mineral inclusion;25;;14;21;8;;294;Small;Mining;57.3296 ;;0.5257 ;41.6629 ;0.0123 ;0.0312 ;0.0628 ;0.1681 ;0.0270 ;0.0007 ;;;0.0348 ;;;;;;;0.0007 ;0.0003 ;;0.0007 ;;;;;;;;0.0083 ;;;;;;;0.0095 ;;;;
1549;Mining;131.74;tor aug 6, 2020 - 14:39:47;User;2;%;;;;;497;497;Raä 252:1;7180835;787001;Sweref 99 TM;Bureå;No;N1; ;Dark;Black;Quartzite;Point;Point;Sample point on side without inv. nr. marking;Granular;Medium-grained;Waxy;None;Foliated;Conchoidal;Yes;;;;26;53;11;;1378;Medium;Mining;56.3427 ;0.2272 ;0.5201 ;42.5006 ;0.0254 ;0.0178 ;0.0661 ;0.1960 ;0.0206 ;;0.0042 ;;0.0227 ;;;;;;;0.0010 ;0.0002 ;;0.0026 ;;;;;;;;0.0133 ;;;;;;;0.0396 ;;;;
1550;Mining;133.66;tor aug 6, 2020 - 14:42:41;User;2;%;;;;;497;497;Raä 252:1;7180835;787001;Sweref 99 TM;Bureå;No;N1; ;Dark;Black;Quartzite;Point;Point;Sample point on side with inv. nr. marking;Granular;Medium-grained;Waxy;None;Foliated;Conchoidal;Yes;;;;26;53;11;;1378;Medium;Mining;0.0225 ;;2.5793 ;94.0805 ;0.1293 ;0.1731 ;0.6384 ;1.7212 ;0.0826 ;0.0023 ;0.0213 ;0.1708 ;0.0111 ;0.0035 ;;;;;;;;;;;;;;;;;0.1706 ;;;;;;;0.1935 ;;;;
1551;Mining;132.34;tor aug 6, 2020 - 14:45:54;User;2;%;;;;;498;498;Raä 252:1;7180835;787001;Sweref 99 TM;Bureå;No;2.5Y; 9/1;Light;Opaque;Quartz;Point;Point;Sample point on side without inv. nr. marking;Massive;Fine-grained;Waxy;Possible bedding;Possible foliation;Fine;Yes;;;;16;31;6;;496;Small;Mining;57.2763 ;;0.4176 ;41.9394 ;0.0364 ;0.0437 ;0.0859 ;0.0887 ;0.0311 ;0.0007 ;0.0018 ;;0.0223 ;;;;;;;;;;;;;;;;;;0.0062 ;;;;;;;0.0061 ;;;;
1552;Mining;130.51;tor aug 6, 2020 - 14:48:31;User;2;%;;;;;498;498;Raä 252:1;7180835;787001;Sweref 99 TM;Bureå;No;2.5Y; 9/1;Light;Opaque;Quartz;Point;Point;Sample point on side with inv. nr. marking;Massive;Fine-grained;Waxy;Possible bedding;Possible foliation;Fine;Yes;;;;16;31;6;;496;Small;Mining;56.1383 ;0.3576 ;0.3660 ;42.7921 ;0.0341 ;0.0830 ;0.0967 ;0.0721 ;0.0290 ;;0.0039 ;;0.0153 ;;;;;;;;;;;;;;;;;;0.0042 ;;;;;;;0.0075 ;;;;
1553;Mining;131.87;tor aug 6, 2020 - 14:51:57;User;2;%;;;;;499;499;Raä 252:1;7180835;787001;Sweref 99 TM;Bureå;No;N1; ;Dark;Black;Quartzite;Point;Point;Sample point on side without inv. nr. marking;Massive;Medium-grained;Dull;None;None;Conchoidal;No;Dark mineral inclusion;;;29;60;12;;1740;Medium;Mining;58.6186 ;0.3003 ;0.7512 ;39.7750 ;0.0212 ;0.0145 ;0.0225 ;0.3768 ;0.0321 ;0.0016 ;;;0.0457 ;;;;;;;0.0014 ;0.0003 ;;0.0040 ;;;;;;0.0007 ;;0.0152 ;;;;;;;0.0188 ;;;;
1554;Mining;131.32;tor aug 6, 2020 - 14:54:36;User;2;%;;;;;499;499;Raä 252:1;7180835;787001;Sweref 99 TM;Bureå;No;N1; ;Dark;Black;Quartzite;Point;Point;Sample point on side with inv. nr. marking;Massive;Medium-grained;Dull;None;None;Conchoidal;No;Dark mineral inclusion;;;29;60;12;;1740;Medium;Mining;68.9666 ;;0.8030 ;29.5642 ;0.0623 ;0.0545 ;0.1007 ;0.1988 ;0.0805 ;;0.0033 ;;0.0787 ;;;;;;;0.0011 ;0.0004 ;;0.0047 ;;;;;;;;0.0328 ;;;;;;;0.0484 ;;;;
1555;Mining;131.97;tor aug 6, 2020 - 15:04:15;User;2;%;;;;;500;500;Raä 252:1;7180835;787001;Sweref 99 TM;Bureå;No;N1; ;Dark;Dark gray streaked with black;Quartz;Point;Point;Sample point on side without inv. nr. marking;Massive;Fine-grained;Dull;None;None;Fine;No;Either quartz bands in dark quartzite or dark inclusion in quartz;;;19;39;5;;741;Medium;Mining;54.5249 ;0.2765 ;0.4345 ;44.2128 ;0.0293 ;0.0560 ;0.1454 ;0.1436 ;0.0346 ;;0.0029 ;;0.0293 ;;;;;;;0.0007 ;0.0003 ;0.0002 ;0.0164 ;;;;;;;;0.0044 ;;;;;;;0.0883 ;;;0.0002 ;
1556;Mining;132.95;tor aug 6, 2020 - 15:07:02;User;2;%;;;;;500;500;Raä 252:1;7180835;787001;Sweref 99 TM;Bureå;No;N1; ;Dark;Dark gray streaked with black;Quartz;Point;Point;Sample point on inv.nr. marking;Massive;Fine-grained;Dull;None;None;Fine;No;Either quartz bands in dark quartzite or dark inclusion in quartz;;;19;39;5;;741;Medium;Mining;57.1628 ;;0.3614 ;41.7739 ;0.0295 ;0.0371 ;0.0777 ;0.0831 ;0.0235 ;0.0015 ;0.0023 ;;0.0292 ;;;;;;;0.0005 ;0.0003 ;0.0006 ;0.0359 ;;;;;;0.0005 ;;0.0079 ;;;;;;;0.3024 ;;;0.0003 ;
1557;Mining;132.47;tor aug 6, 2020 - 15:10:14;User;2;%;;;;;501;501;Raä 99:2;7220374;705471;Sweref 99 TM;Norsjö;No;N9; ;White;Opaque;Felsitic porphyric quartz;Arrow point;Point;Sample point on side without inv. nr. marking;Granular;Fine-grained;Bright vitreous;None;None;Fine;No;Bands of quartz;;;18;48;11;;864;Medium;Mining;55.6489 ;0.2324 ;0.1116 ;43.7783 ;;0.0119 ;0.1255 ;0.0556 ;0.0117 ;0.0011 ;;;0.0056 ;;;;;;;;;;;;;;;;0.0006 ;;0.0126 ;;;;;;;0.0041 ;;;;
1558;Mining;131.87;tor aug 6, 2020 - 15:14:04;User;2;%;;;;;501;501;Raä 99:2;7220374;705471;Sweref 99 TM;Norsjö;No;N9; ;White;Opaque;Felsitic porphyric quartz;Arrow point;Point;Sample point on side with inv. nr. marking;Granular;Fine-grained;Bright vitreous;None;None;Fine;No;Bands of quartz;;;18;48;11;;864;Medium;Mining;54.1091 ;;0.1884 ;45.4874 ;;0.0062 ;0.1282 ;0.0482 ;0.0080 ;;;;0.0015 ;;;;;;;;;;;;;;;;;;0.0098 ;;;;;;;0.0064 ;;;;
1559;Mining;131.18;tor aug 6, 2020 - 15:17:14;User;2;%;;;;;502;502;Raä 99:2;7220374;705471;Sweref 99 TM;Norsjö;No;N3; ;Dark;Gray;Felsitic porphyric quartz;Point preform;Preform;Sample point on side without inv. nr. marking;Massive;Fine-grained;Waxy;None;None;Fine;No;White streaks;;;16;55;7;;880;Medium;Mining;56.0318 ;;0.1880 ;43.4160 ;;0.0487 ;0.1310 ;0.0802 ;0.0355 ;;0.0314 ;;0.0150 ;;;;;0.0001 ;;;;;;;;;;;;;0.0064 ;;;;;;;0.0081 ;;;;
1560;Mining;133.10;tor aug 6, 2020 - 15:20:27;User;2;%;;;;;502;502;Raä 99:2;7220374;705471;Sweref 99 TM;Norsjö;No;N3; ;Dark;Gray;Felsitic porphyric quartz;Point preform;Preform;Sample point on inv.nr. marking;Massive;Fine-grained;Waxy;None;None;Fine;No;White streaks;;;16;55;7;;880;Medium;Mining;0.0981 ;;;94.3307 ;;1.6373 ;1.9470 ;0.8193 ;0.2143 ;0.0355 ;;0.6682 ;;0.0104 ;;;;;;;;;;;;;;;0.0117 ;;0.1574 ;;;;;;;0.0700 ;;;;
1561;Mining;131.79;tor aug 6, 2020 - 15:24:51;User;2;%;;;;;503;503;Raä 99:2;7220374;705471;Sweref 99 TM;Norsjö;No;N3; ;Dark;Gray;Felsitic porphyric quartz;Point preform;Preform;Bad measurement;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;;;17;34;5;;578;Small;Mining;0.0129 ;1.9498 ;19.5493 ;72.6744 ;0.1493 ;0.4635 ;0.9766 ;2.1010 ;1.3817 ;;0.0077 ;0.1693 ;;0.0023 ;;;;;;;;;;;;;;;;;0.2040 ;;;;;;;0.3583 ;;;;
1562;Mining;130.98;tor aug 6, 2020 - 15:27:23;User;2;%;;;;;503;503;Raä 99:2;7220374;705471;Sweref 99 TM;Norsjö;No;N3; ;Dark;Gray;Felsitic porphyric quartz;Point preform;Preform;Sample point on side without inv. nr. marking;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;;;17;34;5;;578;Small;Mining;61.5313 ;;3.3711 ;33.5775 ;0.0219 ;0.1271 ;0.1910 ;0.5206 ;0.3098 ;;0.0014 ;;0.1393 ;;;;0.0014 ;0.0003 ;;0.0011 ;0.0085 ;0.0068 ;0.0146 ;;;;;;0.0005 ;;0.0224 ;;;;;;;0.0665 ;;;0.0001 ;
1563;Mining;132.66;tor aug 6, 2020 - 15:30:05;User;2;%;;;;;503;503;Raä 99:2;7220374;705471;Sweref 99 TM;Norsjö;No;N3; ;Dark;Gray;Felsitic porphyric quartz;Point preform;Preform;Sample point on side with inv. nr. marking;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;;;17;34;5;;578;Small;Mining;59.6465 ;0.2614 ;4.7332 ;34.0292 ;0.0242 ;0.0806 ;0.1511 ;0.4951 ;0.3168 ;0.0005 ;0.0019 ;;0.1418 ;;;;0.0013 ;0.0009 ;;0.0010 ;0.0095 ;0.0111 ;0.0150 ;;;;;;0.0006 ;;0.0171 ;;;;;;;0.0610 ;;;0.0001 ;
1564;Mining;133.18;tor aug 6, 2020 - 15:33:08;User;2;%;;;;;504;504;Raä 99:2;7220374;705471;Sweref 99 TM;Norsjö;No;7.5Y; 6/1;Light;Light gray;Felsitic porphyric quartz;Point;Point;Sample point on side without inv. nr. marking;Granular;Fine-grained;Bright vitreous;None;None;Conchoidal;Yes;;;;37;73;10;;2701;Large;Mining;59.3741 ;;4.9064 ;34.8572 ;0.0176 ;0.1142 ;0.1193 ;0.1204 ;0.2850 ;;0.0024 ;;0.1219 ;;;;0.0006 ;0.0003 ;;;0.0083 ;0.0011 ;0.0142 ;;;;;;0.0006 ;;;;;;;;;0.0562 ;;;0.0003 ;
1565;Mining;131.96;tor aug 6, 2020 - 15:35:57;User;2;%;;;;;504;504;Raä 99:2;7220374;705471;Sweref 99 TM;Norsjö;No;7.5Y; 6/1;Light;Light gray;Felsitic porphyric quartz;Point;Point;Sample point on side with inv. nr. marking;Granular;Fine-grained;Bright vitreous;None;None;Conchoidal;Yes;;;;37;73;10;;2701;Large;Mining;57.6602 ;0.5101 ;5.0671 ;35.9929 ;0.0159 ;0.0611 ;0.1118 ;0.1221 ;0.2588 ;;0.0030 ;;0.1003 ;;;;;0.0001 ;;;0.0081 ;0.0013 ;0.0159 ;;;;;;0.0005 ;0.0004 ;;;;;;;;0.0695 ;;;0.0002 ;
1566;Mining;130.47;tor aug 6, 2020 - 15:39:25;User;2;%;;;;;505;505;Raä 99:2;7220374;705471;Sweref 99 TM;Norsjö;No;N9; ;White;White;Quartz;Arrow point;Point;Sample point near base on lighter side (tip glued);Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;;;15;25;6;;375;Small;Mining;60.6134 ;;6.1944 ;32.4348 ;0.0197 ;0.0682 ;0.0153 ;0.1140 ;0.2731 ;0.0017 ;0.0045 ;;0.1577 ;;;;0.0005 ;;;;0.0060 ;0.0017 ;0.0097 ;;;;;;0.0006 ;;0.0150 ;;;;;;;0.0699 ;;;;
1567;Mining;134.68;tor aug 6, 2020 - 15:42:08;User;2;%;;;;;505;505;Raä 99:2;7220374;705471;Sweref 99 TM;Norsjö;No;N9; ;White;White;Quartz;Arrow point;Point;Sample point near base on darker side (tip glued);Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;;;15;25;6;;375;Small;Mining;60.0754 ;;6.5268 ;32.4784 ;0.0147 ;0.0770 ;0.0697 ;0.2136 ;0.2845 ;;0.0027 ;;0.1386 ;;;;;0.0002 ;;;0.0054 ;0.0015 ;0.0142 ;;;;;;;;0.0129 ;;;;;;;0.0840 ;;;0.0003 ;
1658;Mining;134.15;mÃ¥n sep 14, 2020 - 09:58:37;User;2;%;;;;;Vilhelmina_ref_1;Vilhelmina_ref_1;Vilhelmina 909;7208785;525415;Sweref 99 TM;Vilhelmina;No;N2; ;Dark;Black;Quartzite;;Reference;;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;;;108;114;;;12312;Large;Mining;0.0286 ;1.5573 ;1.9103 ;95.3327 ;0.1941 ;0.1830 ;;0.1575 ;0.0827 ;;0.0147 ;0.2023 ;0.0143 ;0.0021 ;;;;;;;;;;;;;;;;;0.1968 ;;;;;;;0.1236 ;;;;
1659;Mining;131.06;mÃ¥n sep 14, 2020 - 10:03:37;User;2;%;;;;;Vilhelmina_ref_1;Vilhelmina_ref_1;Vilhelmina 909;7208785;525415;Sweref 99 TM;Vilhelmina;No;N2; ;Dark;Black;Quartzite;;Reference;;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;;;108;114;;;12312;Large;Mining;58.0070 ;;0.1051 ;41.7091 ;;;0.0563 ;0.0518 ;0.0038 ;0.0009 ;;;0.0219 ;;;;;;;0.0002 ;0.0001 ;;0.0023 ;;;;;;0.0008 ;;0.0141 ;;;;;;;0.0267 ;;;;
1660;Mining;132.18;mÃ¥n sep 14, 2020 - 10:07:38;User;2;%;;;;;Vilhelmina_ref_2;Vilhelmina_ref_2;Vilhelmina 1157:2;7202350;540325;Sweref 99 TM;Vilhelmina;Yes;N5; ;Dark;Dark gray;Quartzite;;Reference;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Both dark mineral veins and quartz veins;;;100;163;;;16300;Large;Mining;59.3432 ;;0.2133 ;40.0221 ;0.0347 ;0.0581 ;0.0550 ;0.0439 ;0.0127 ;0.0004 ;0.0006 ;;0.0194 ;;;;;;;;;;0.0027 ;;;;;;;;0.0134 ;;;;;;;0.0142 ;;;;
1661;Mining;130.96;mÃ¥n sep 14, 2020 - 10:11:54;User;2;%;;;;;Vilhelmina_ref_2;Vilhelmina_ref_2;Vilhelmina 1157:2;7202350;540325;Sweref 99 TM;Vilhelmina;Yes;N5; ;Dark;Dark gray;Quartzite;;Reference;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Both dark mineral veins and quartz veins;;;100;163;;;16300;Large;Mining;58.7605 ;;0.2212 ;40.8143 ;0.0262 ;0.0301 ;0.0513 ;0.0383 ;0.0166 ;0.0004 ;0.0009 ;;0.0146 ;;;;;;;0.0001 ;;;0.0012 ;;;;;;0.0005 ;;0.0136 ;;;;;;;0.0104 ;;;;
1662;Mining;134.97;mÃ¥n sep 14, 2020 - 10:16:19;User;2;%;;;;;Vilhelmina_ref_3;Vilhelmina_ref_3;Vilhelmina 1157:2;7202350;540325;Sweref 99 TM;Vilhelmina;No;N5; ;Dark;Dark gray;Quartzite;;Reference;;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;;;89;89;;;7921;Large;Mining;56.4821 ;;0.0881 ;42.9400 ;0.0253 ;0.0357 ;0.0717 ;0.0394 ;0.0284 ;;0.0024 ;;0.0348 ;;;;;;;0.0001 ;;0.0002 ;0.0053 ;;;;;;;;0.0136 ;;;;;;;0.0586 ;;;0.0002 ;
1663;Mining;134.65;mÃ¥n sep 14, 2020 - 10:19:26;User;2;%;;;;;Vilhelmina_ref_3;Vilhelmina_ref_3;Vilhelmina 1157:2;7202350;540325;Sweref 99 TM;Vilhelmina;No;N5; ;Dark;Dark gray;Quartzite;;Reference;;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;;;89;89;;;7921;Large;Mining;55.7923 ;;0.1368 ;43.4912 ;0.0333 ;0.0400 ;0.1921 ;0.0874 ;0.0136 ;;0.0027 ;;0.0303 ;;;;;;;0.0001 ;;0.0002 ;0.0084 ;;;;;;0.0005 ;;0.0142 ;;;;;;;0.0932 ;;;0.0002 ;
1665;Mining;131.67;mÃ¥n sep 14, 2020 - 12:28:38;User;2;%;;;;;Vilhelmin_ref_4;Vilhelmina_ref_4;Vilhelmina 909;7208785;525415;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Black;Quartzite;;Reference;;Massive;Medium-grained;Dull;None;None;Conchoidal;Yes;;;;34;86;;;2924;Large;Mining;60.6488 ;;0.0542 ;39.0578 ;0.0569 ;0.0623 ;;0.0408 ;0.0241 ;0.0023 ;;;0.0206 ;;;;;;;0.0001 ;0.0001 ;;0.0014 ;;;;;;;;0.0111 ;;;;;;;0.0194 ;;;;
1666;Mining;133.67;mÃ¥n sep 14, 2020 - 12:31:15;User;2;%;;;;;Vilhelmin_ref_4;Vilhelmina_ref_4;Vilhelmina 909;7208785;525415;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Black;Quartzite;;Reference;;Massive;Medium-grained;Dull;None;None;Conchoidal;Yes;;;;34;86;;;2924;Large;Mining;59.0137 ;;0.2182 ;40.2066 ;0.0803 ;0.2427 ;0.0116 ;0.0853 ;0.0597 ;;0.0015 ;;0.0405 ;;;;;;;0.0002 ;0.0001 ;;0.0025 ;;;;;;0.0007 ;;0.0121 ;;;;;;;0.0244 ;;;;
1667;Mining;132.80;mÃ¥n sep 14, 2020 - 12:36:13;User;2;%;;;;;Vilhelmin_ref_5;Vilhelmina_ref_5;Vilhelmina 909;7208785;525415;Sweref 99 TM;Vilhelmina;No;7.5Y; 3/1;Dark;Gray;Quartzite;;Reference;Sample point on side without marker pen marking;Granular;Medium-grained;Waxy;None;None;Fine;Yes;;;;49;67;;;3283;Large;Mining;56.7680 ;0.2124 ;0.2039 ;42.6005 ;0.0182 ;0.0216 ;0.0377 ;0.0768 ;0.0101 ;;0.0014 ;;0.0179 ;;;;;;;0.0002 ;0.0002 ;;0.0013 ;;;;;;0.0005 ;;0.0166 ;;;;;;;0.0128 ;;;;
1668;Mining;134.76;mÃ¥n sep 14, 2020 - 12:39:02;User;2;%;;;;;Vilhelmin_ref_5;Vilhelmina_ref_5;Vilhelmina 909;7208785;525415;Sweref 99 TM;Vilhelmina;No;7.5Y; 3/1;Dark;Gray;Quartzite;;Reference;;Granular;Medium-grained;Waxy;None;None;Fine;Yes;;;;49;67;;;3283;Large;Mining;59.8381 ;;0.1569 ;39.7179 ;0.0219 ;0.0306 ;;0.0494 ;0.0139 ;;0.0041 ;;0.0179 ;;;;;;;0.0002 ;0.0001 ;;0.0021 ;;;;;;0.0005 ;;0.0166 ;;;;;;;0.0143 ;;;;
1673;Mining;132.98;mÃ¥n sep 14, 2020 - 14:31:00;User;2;%;;;;;Vilhelmina_ref_6;Vilhelmina_ref_6;Vilhelmina 909;7208785;525415;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Black;Quartzite;;Reference;;Granular;Medium-grained;Bright vitreous;None;None;Fine;Yes;;;;33;54;;;1782;Medium;Mining;0.0295 ;;1.0253 ;96.3900 ;0.4943 ;0.5791 ;0.2725 ;0.4422 ;0.3009 ;;0.0184 ;0.2215 ;0.0053 ;0.0045 ;;;;;;;;;;;;;;;0.0064 ;;0.1055 ;;;;;;;0.1046 ;;;;
1674;Mining;132.60;mÃ¥n sep 14, 2020 - 14:36:54;User;2;%;;;;;Vilhelmina_ref_6;Vilhelmina_ref_6;Vilhelmina 909;7208785;525415;Sweref 99 TM;Vilhelmina;No;N1; ;Dark;Black;Quartzite;;Reference;Sample point on marker pen marking;Granular;Medium-grained;Bright vitreous;None;None;Fine;Yes;;;;33;54;;;1782;Medium;Mining;55.1153 ;0.3102 ;0.2569 ;44.0733 ;0.0478 ;0.0329 ;0.0132 ;0.0578 ;0.0176 ;;0.0048 ;;0.0173 ;;;;;;;0.0003 ;0.0002 ;;0.0050 ;;;;;;0.0006 ;;0.0125 ;;;;;;;0.0341 ;;;;
