Sample_ID;Site_ID;Inv.nr;Sub nr.;Fyndlåda;Objekt;Find nr.;Artefact;Type;Skärning;Sweref_N;Sweref_E;Parish;Foto nr.;Material;Color;Hue;Texture_1;Texture_2;Luster;Sedimentary structures;Foliation;Grain size;Layering;Topography;Homogeneity;Inclusion;%-inclusion;Surface;Patina;Max width (mm);Max length (mm);Max height (mm);Weight(g)
209;Vilhelmina 941;14491;1;;;;Arrow point;Point;Spetsoval;7196260;580291;Vilhelmina;"IMG_9804;IMG_9805";Breccie quartz;Opaque;Light;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral grains;;;No;20;46;7;8
210;Vilhelmina 619;15252;5;;;;Point preform;Preform;;7205350;539917;Vilhelmina;"IMG_9806;IMG_9807";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Foliation;Smooth;Yes;;;;No;27;58;12;13
211;Vilhelmina 931;14733;6;;;;Point;Point;;7195741;581917;Vilhelmina;"IMG_9808;IMG_9809";Quartzite;Opaque;Light;Granular;Fine-grained;Bright vitreous;Possible bedding;None;Granoblastic;Non-foliated;Smooth;Yes;;;;No;19;15;6;2
212;Vilhelmina 636;14073;87;;;;Point preform;Preform;;7201659;541153;Vilhelmina;"IMG_9810;IMG_9811";Quartzite;Gray streaked with black;Light;Granular;Medium-grained;Waxy;None;None;Granoblastic;Foliation;Conchoidal;No;Dark mineral inclusion;10;;No;50;86;30;112
213;;14591;12;;;;Preform;Preform;;7201665;548201;Vilhelmina;"IMG_9812;IMG_9813";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;20;;No;53;91;20;93
214;Vilhelmina 619;15252;3;;;;Point preform;Preform;;7205350;539917;Vilhelmina;"IMG_9814;IMG_9815";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;No;43;38;14;24
215;Vilhelmina 619;15252;1;;;;Point preform;Preform;;7205350;539917;Vilhelmina;"IMG_9816;IMG_9817";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Foliation;Smooth;Yes;;;Iron oxide;No;43;39;16;24
216;;14591;3;;;;Preform;Preform;;7201665;548201;Vilhelmina;"IMG_9818;IMG_9819;IMG_9821";Quartzite;Black;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;Yes;46;83;17;72
217;;14559;22;;;;Retouched flake;Flake;;7201665;548201;Vilhelmina;"IMG_9824;IMG_9825";Quartzite;Black;Dark;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;Iron oxide;Yes;24;26;6;4
218;Vilhelmina 948;14755;4;;;;Point;Point;;7197896;578653;Vilhelmina;"IMG_9826;IMG_9827;IMG_9828";Quartzite;Gray;Light;Granular;Medium-grained;Dull;None;None;Granoblastic;Non-foliated;Fine;Yes;;;Iron oxide;Yes;17;51;6;5
219;;14551;3;;;;Arrow point preform;Preform;;7201665;548201;Vilhelmina;"IMG_9829;IMG_9830";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;;Iron oxide;Yes;33;44;9;13
220;;14493;6;;;;Point preform;Preform;;7201665;548201;Vilhelmina;"IMG_9831;IMG_9832;IMG_9833";Quartzite;Black;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;Iron oxide;Yes;47;79;20;72
221;Vilhelmina 636;14073;86;;;;Point preform;Preform;;7201659;541153;Vilhelmina;"IMG_9834;IMG_9835";Quartzite;Gray streaked with black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;30;;Yes;31;51;10;19
222;;14492;7;;;;Spear point preform;Preform;;7201665;548201;Vilhelmina;"IMG_9841;IMG_9842;IMG_9843";Slate;Black;Dark;Massive;Fine-grained;Dull;None;Foliated;Granoblastic;Foliated;Smooth;Yes;;;;Yes;41;71;9;29
223;Vilhelmina 948;14755;2;;;;Point preform;Preform;;7197896;578653;Vilhelmina;"IMG_9847;IMG_9848";Quartzite;Gray;Light;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;29;64;11;20
224;Vilhelmina 931;14733;1;;;;Point preform;Preform;;7195741;581917;Vilhelmina;"IMG_9849;IMG_9850";Quartzite;Black;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;Yes;30;70;9;21
225;;14722;1;;;;Point preform;Preform;;7201665;548201;Vilhelmina;"IMG_9851;IMG_9852";Quartzite;Black;Dark;Granular;Medium-grained;Bright vitreous;None;None;Porphyroblastic;Non-foliated;Conchoidal;No;Mineral grains;;;No;30;120;11;54
226;Vilhelmina 931;14733;4;;;;Point;Point;;7195741;581917;Vilhelmina;"IMG_9853;IMG_9854";Quartzite;Black;Dark;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;16;52;6;7
227;Vilhelmina 539;13995;3;;;;Arrow point;Point;;7171348;570601;Vilhelmina;"IMG_9855;IMG_9857";Quartzite;Gray;Light;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral inclusion;15;;No;18;34;6;4
228;Vilhelmina 931;14733;5;;;;Point;Point;;7195741;581917;Vilhelmina;"IMG_9858;IMG_9859";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral inclusion;5;;Yes;17;42;7;6
229;Vilhelmina 1254;14559;13;;;;Point preform;Preform;;7173533;570768;Vilhelmina;"IMG_9860;IMG_9861";Quartzite;Black;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;Yes;25;48;8;10
230;Vilhelmina 949;14492;8;;;;Arrow point;Point;;7201665;548201;Vilhelmina;"IMG_9862;IMG_9863";Breccie quartz;Opaque;Light;Massive;Fine-grained;Waxy;None;Possible foliation;Granoblastic;Non-foliated;Fine;No;Dark mineral grains;;;No;18;68;6;10
231;Vilhelmina 1254;14559;20;;;;Arrow point;Point;;7173533;570768;Vilhelmina;"IMG_9864;IMG_9865";Quartzite;Gray;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;No;Mineral inclusion;;;No;16;30;5;5
232;Vilhelmina 1254;14559;17;;;;Arrow point;Point;;7173533;570768;Vilhelmina;"IMG_9866;IMG_9867";Quartzite;Gray streaked with white;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;No;;;Possibly weathered;Yes;14;24;3;2
233;Vilhelmina 1254;14559;18;;;;Arrow point;Point;;7173533;570768;Vilhelmina;"IMG_9871;IMG_9872";Quartzite;Light gray;Light;Massive;Fine-grained;Dull;None;Possible foliation;Granoblastic;Non-foliated;Fine;No;;;;Yes;16;33;3;2
234;Vilhelmina 1254;14559;21;;;;Arrow point;Point;;7173533;570768;Vilhelmina;"IMG_9873;IMG_9874";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;23;37;7;7
235;Vilhelmina 240;15256;;;;;Point;Point;;7174962;566693;Vilhelmina;"IMG_9875;IMG_9876;IMG_9877";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;Yes;34;97;8;40
236;Vilhelmina 1254;14559;19;;;;Arrow point;Point;;7173533;570768;Vilhelmina;"IMG_9878;IMG_9879";Quartzite;White;White;Granular;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Fine;No;;;;No;8;28;4;2
237;Vilhelmina 1254;14559;15;;;;Arrow point preform;Preform;;7173533;570768;Vilhelmina;"IMG_9880;IMG_9881";Quartzite;Black;Dark;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Weathered;No;;;;Yes;19;39;6;5
238;Vilhelmina 1254;14559;16;;;;Arrow point;Point;;7173533;570768;Vilhelmina;"IMG_9882;IMG_9883";Quartzite;Black;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;15;43;5;4
239;Vilhelmina 952;14497;1;;;;Point preform;Preform;;7198162;578491;Vilhelmina;"IMG_9884;IMG_9885";Quartzite;Black;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;Yes;48;109;22;111
240;Vilhelmina 948;13733;4;;;;Point preform;Preform;;7197896;578653;Vilhelmina;"IMG_9886;IMG_9887";Quartzite;Gray;Light;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;No;Mineral grains;;;No;31;82;9;28
241;Vilhelmina 115;2505;1;;;;Arrow point preform;Preform;;7204853;518271;Vilhelmina;"IMG_9889;IMG_9890;IMG_9891;IMG_9892";Quartzite;Brown streaked with black;Dark;Conglomerate;Fine-grained;Waxy;Bedding;None;Granoblastic;Foliated;Smooth;No;Bands of quartz;30;;No;29;89;9;30
242;;6863;7;;;;Point preform;Preform;;7201665;548201;Vilhelmina;"IMG_9893;IMG_9894";Quartzite;White;White;Granular;Medium-grained;Dull;None;Possible foliation;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;24;52;11;12
243;Vilhelmina 181;6731;7;;;;Arrow point preform;Preform;;7195514;581852;Vilhelmina;"IMG_9895; IMG_9896";Quartzite;Gray;Light;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral inclusion;10;;No;21;35;8;5
244;Vilhelmina 115;2505;2;;;;Arrow point;Point;Spetsoval;7204853;518271;Vilhelmina;"IMG_9897;IMG_9898";Quartzite;Gray;Light;Granular;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;17;40;5;3
245;Vilhelmina 118;2538;27;;;;Point preform;Preform;;7204670;519129;Vilhelmina;"IMG_9899;IMG_9900";Quartzite;Opaque;Light;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;28;38;8;10
246;Vilhelmina 117;2645;10;;;;Point preform;Preform;;7204780;518625;Vilhelmina;"IMG_9901;IMG_9902";Quartzite;White;White;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;23;38;7;8
247;Vilhelmina 31;2534;1;;;;Point preform;Preform;;7233725;544397;Vilhelmina;"IMG_9903;IMG_9904";Quartzite;Light gray;Light;Granular;Medium-grained;Dull;None;None;Granoblastic;Foliated;Conchoidal;Yes;;;;Yes;26;56;11;12
248;;6724;6;;;;Point preform;Preform;;7201665;548201;Vilhelmina;"IMG_9905;IMG_9906";Quartzite;Gray streaked with black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;50;;No;35;106;11;93
249;Vilhelmina 115;2501;1;;;;Point preform;Preform;;7204853;518271;Vilhelmina;"IMG_9907;IMG_9908";Quartzite;Gray streaked with black;Dark;Massive;Medium-grained;Bright vitreous;None;None;Granoblastic;Foliated;Conchoidal;No;Dark mineral inclusion;5;;No;40;90;18;70
250;;13734;2;;;;Retouched flake;Flake;;7201665;548201;Vilhelmina;"IMG_9909;IMG_9910";Quartzite;Gray;Light;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;No;Bands of quartz;20;;No;30;72;11;18
251;Vilhelmina 356;9492;3;;;;Point preform;Preform;;7172579;571869;Vilhelmina;"IMG_9911;IMG_9912";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;No;22;74;;
252;;13718;31;;;;Preform;Preform;;7201665;548201;Vilhelmina;"IMG_9913;IMG_9914;IMG_9915;IMG_9916";Quartz;Opaque;Light;Massive;Massive;Bright vitreous;None;None;Granoblastic;Non-foliated;Irregular;Yes;;;;No;25;27;11;6
253;Vilhelmina 118;9492;1;;;;Spear point preform;Preform;;7204670;519129;Vilhelmina;"IMG_9917;IMG_9918";Quartzite;Gray streaked with black;Light;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral inclusion;;;No;30;138;15;55
254;Vilhelmina 118;9492;2;;;;Spear point preform;Preform;;7204670;519129;Vilhelmina;"IMG_9919;IMG_9920";Quartzite;Gray streaked with black;Light;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;;;No;31;126;13;51
255;Vilhelmina 118;2538;22;;;;Point preform;Preform;;7204670;519129;Vilhelmina;"IMG_9921;IMG_9922";Quartzite;Opaque;Light;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;66;135;32;58
256;Vilhelmina 190;13732;123;;;;Point preform;Preform;;7194990;583867;Vilhelmina;"IMG_9923;IMG_9924";Quartzite;Light gray;Light;Granular;Medium-grained;Dull;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;;;Yes;47;90;25;107
257;;6722;4;;;;Scraper;Scraper;;7201665;548201;Vilhelmina;"IMG_9925;IMG_9926;IMG_9927;IMG_9928";Quartzite;Black;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Smooth;No;Dark mineral inclusion;40;;No;25;58;8;17
258;Vilhelmina 115;3372;2;;;;Arrow point;Point;;7204853;518271;Vilhelmina;"IMG_9929;IMG_9930";Quartzite;Gray;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Smooth;No;Bands of quartz;;;No;11;22;5;2
259;Vilhelmina 117;2645;3;;;;Point;Point;;7204780;518625;Vilhelmina;"IMG_9931;IMG_9933;IMG_9934";Quartzite;Black;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;No;14;33;4;4
260;Vilhelmina 118;2538;28;;;;Point preform;Preform;;7204670;519129;Vilhelmina;"IMG_9935;IMG_9936";Quartzite;Opaque;Light;Granular;Fine-grained;Waxy;None;Foliated;Granoblastic;Foliated;Conchoidal;No;Dark mineral inclusion;;;No;51;46;17;30
261;Vilhelmina 118;2538;30;;;;Point preform;Preform;;7204670;519129;Vilhelmina;"IMG_9937;IMG_9938";Quartzite;Opaque;Light;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Smooth;No;Dark mineral grains;;;No;30;30;8;9
262;Vilhelmina 117;2645;9;;;;Point preform;Preform;;7204780;518625;Vilhelmina;"IMG_9939;IMG_9943;IMG_9944";Quartzite;Black;Dark;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;No;18;46;9;7
263;;6729;8;;;;Scraper;Scraper;;7201665;548201;Vilhelmina;"IMG_9946;IMG_9947";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;No;46;56;10;32
264;Vilhelmina 95;3377;2;;;;Point preform;Preform;;7207069;515822;Vilhelmina;"IMG_9948;IMG_9949";Quartzite;Orange;Light;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;29;60;15;30
265;Vilhelmina 114;3371;1;;;;Arrow point;Point;;7204798;517965;Vilhelmina;"IMG_9950;IMG_9951";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;20;36;7;6
266;;3378;7;;;;Scraper;Scraper;;7201665;548201;Vilhelmina;"IMG_9952;IMG_9953";Quartzite;Black;Dark;Granular;Medium-grained;Bright vitreous;None;None;Porphyroblastic;Non-foliated;Smooth;No;Bands of quartz;;;Yes;39;50;17;39
267;Vilhelmina 115;2502;1;;;;Arrow point;Point;;7204853;518271;Vilhelmina;"IMG_9954;IMG_9956;IMG_9962";Quartzite;Gray streaked with black;Light;Granular;Fine-grained;Bright vitreous;None;None;Porphyroblastic;Non-foliated;Smooth;No;Dark mineral inclusion;;;No;18;15;5;2
268;Vilhelmina 235;13720;1;;;;Arrow point;Point;Tvär bas;7175875;565898;Vilhelmina;"IMG_9965;IMG_9966";Quartzite;Gray;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;No;Bands of quartz;;;No;18;48;7;6
269;Vilhelmina 115;2502;2;;;;Arrow point;Point;Spetsoval;7204853;518271;Vilhelmina;"IMG_9967;IMG_9968";Quartzite;Gray;Light;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;No;15;14;4;
270;Vilhelmina 33;2510;6;;;;Arrow point preform;Preform;Spetsoval;7233481;547334;Vilhelmina;"IMG_9969;IMG_9970";Quartzite;Gray;Light;Granular;Fine-grained;Bright vitreous;None;None;Porphyroclastic;Non-foliated;Wave weathered;No;Dark mineral inclusion and bands of quartz;50;;No;24;21;10;6
271;Vilhelmina 31;2534;2;;;;Point preform;Preform;;7233725;544397;Vilhelmina;"IMG_9971;IMG_9972";Quartzite;Gray;Light;Granular;Medium-grained;Bright vitreous;None;None;Porphyroblastic;Non-foliated;Fine;No;Bands of quartz;50;;No;26;50;8;11
272;Vilhelmina 114;2520;2;;;;Point preform;Preform;;7204798;517965;Vilhelmina;"IMG_9973;IMG_9974";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Porphyroblastic;Non-foliated;Smooth;No;Bands of quartz;10;;No;17;41;8;5
273;Vilhelmina 552;13721;14;;;;Point preform;Preform;;7194832;583937;Vilhelmina;"IMG_9975;IMG_9976";Quartzite;Light gray;Light;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;28;68;8;14
274;;13735;3;;;;Point preform;Preform;;7201665;548201;Vilhelmina;"IMG_9978;IMG_9979";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Porphyroblastic;Non-foliated;Conchoidal;No;Bands of quartz;;;Yes;39;84;21;55
275;Vilhelmina 948;13733;8;;;;Arrow point;Point;Spetsoval;7197896;578653;Vilhelmina;"IMG_9980;IMG_9981";Breccie quartz;Opaque;Light;Massive;Fine-grained;Waxy;None;Possible foliation;Granoblastic;Non-foliated;Fine;No;Dark mineral grains;;;No;15;77;7;
276;Vilhelmina 552;13721;25;;;;Point preform;Preform;;7194832;583937;Vilhelmina;"IMG_9982;IMG_9983";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;24;113;13;32
277;Vilhelmina 181;13734;19;;;;Arrow point;Point;Spetsoval;7195514;581852;Vilhelmina;"IMG_9984;IMG_9985";Quartzite;Black;Dark;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;18;90;6;
278;Vilhelmina 118;9492;3;;;;Spear point preform;Preform;;7204670;519129;Vilhelmina;"IMG_9986;IMG_9987";Quartzite;Gray streaked with black;Light;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;5;;No;31;104;14;42
279;Vilhelmina 816;13728;;;;;Point preform;Preform;;7199555;577326;Vilhelmina;"IMG_9988;IMG_9989";Quartzite;Opaque;Light;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral grains;;;No;37;73;;
280;Vilhelmina 117;2645;1;;;;Point preform;Preform;;7204780;518625;Vilhelmina;"IMG_9990;IMG_9991";Quartzite;Gray streaked with black;Dark;Granular;Medium-grained;Bright vitreous;None;None;Porphyroblastic;Non-foliated;Fine;No;Dark mineral inclusion;50;;No;31;62;9;19
281;Vilhelmina 356;9492;4;;;;Point preform;Preform;;7172579;571869;Vilhelmina;"IMG_9992;IMG_9993";Quartzite;Gray streaked with black;Light;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;10;;No;25;90;11;27
282;Vilhelmina 263;6726;64;;;;Point preform;Preform;;7173526;570492;Vilhelmina;"IMG_9994;IMG_9995";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;No;34;54;12;24
283;Vilhelmina 252;6729;11;;;;Point preform;Preform;;7169461;564823;Vilhelmina;"IMG_9996;IMG_9997";Quartzite;Gray streaked with black;Dark;Granular;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Smooth;No;Dark mineral inclusion and white discoloration;50;;No;24;26;9;9
284;Vilhelmina 252;6729;12;;;;Point;Point;;7169461;564823;Vilhelmina;"IMG_9998;IMG_9999";Quartzite;Opaque;Light;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Foliated;Smooth;Yes;;;;No;18;19;6;6
285;;31639;1;;;;Retouched flake;Flake;;7285986;509493;Tärna;"IMG_0003;IMG_0004";Breccie quartz;Opaque;Light;Granular;Fine-grained;Waxy;None;Possible foliation;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;;Yes;50;78;13;49
286;Tärna 34;31639;2;;;;Point preform;Preform;;7316753;502381;Tärna;"IMG:0005;IMG_0006";Breccie quartz;Opaque;Light;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;;Yes;42;54;13;31
287;;31901;14;;;;Scraper;Scraper;;7285986;509493;Tärna;"IMG_0007;IMG_0008";Breccie quartz;Opaque;Light;Granular;Fine-grained;Waxy;None;Possible foliation;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;;Yes;45;93;18;70
288;Tärna 594;31684;1;;;;Point preform;Preform;;7327983;491179;Tärna;"IMG_0009;IMG_0010";Breccie quartz;Opaque;Light;Granular;Fine-grained;Waxy;None;Possible foliation;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;;Yes;39;77;22;57
289;Tärna 14;31694;1;;;;Point preform;Preform;;7325955;493928;Tärna;"IMG_0011;IMG_0012;IMG_0013";Breccie quartz;Opaque;Light;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral grains;;;No;29;68;7;17
290;Tärna 34;31639;3;;;;Point preform;Preform;;7316753;502381;Tärna;"IMG_0014;IMG_0015";Breccie quartz;Opaque;Light;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;Iron oxide;Yes;28;43;7;10
291;Tärna 34;31639;4;;;;Point preform;Preform;;7316753;502381;Tärna;"IMG_0016;IMG_0017";Breccie quartz;Opaque;Light;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;;Yes;36;27;9;11
292;;31639;5;;;;Scraper;Scraper;;7285986;509493;Tärna;"IMG_0018;IMG_0019";Breccie quartz;Opaque;Light;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;;No;33;37;12;17
293;Tärna 39;31641;1;;;;Point preform;Preform;;7315331;500907;Tärna;"IMG_0020;IMG_0021";Breccie quartz;Opaque;Light;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;;Yes;38;65;14;31
294;;31689;21;;;;Point preform;Preform;;7285986;509493;Tärna;"IMG_0022;IMG_0023";Breccie quartz;Opaque;Light;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;31;61;14;27
295;Tärna 549;31903;28;;;;Arrow point preform;Preform;;7324575;493441;Tärna;"IMG_0024;IMG_0025";Breccie quartz;Opaque;Light;Granular;Fine-grained;Waxy;None;Possible foliation;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;;Yes;25;42;6;9
296;Tärna 549;31903;33;;;;Point preform;Preform;;7324575;493441;Tärna;"IMG_0026;IMG_0027";Breccie quartz;Opaque;Light;Granular;Fine-grained;Waxy;Possible bedding;None;Granoblastic;Non-foliated;Conchoidal;No;Bands of dark mineral;;;No;35;44;10;14
297;Tärna 549;31903;9;;;;Point preform;Preform;;7324575;493441;Tärna;"IMG_0028;IMG_0029";Breccie quartz;Opaque;Light;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;;No;19;31;12;3
298;Tärna 610;31617;2;;;;Point preform;Preform;;7315998;501779;Tärna;"IMG_0030;IMG_0031";Breccie quartz;Opaque;Light;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral grains;;;Yes;62;98;24;178
299;Tärna 594;31684;2;;;;Point preform;Preform;;7327983;491179;Tärna;"IMG_0032;IMG_0033";Breccie quartz;Opaque;Light;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;;Yes;38;59;12;27
300;Tärna 37;31640;1;;;;Point preform;Preform;;7315883;501589;Tärna;"IMG_0034;IMG_0035";Breccie quartz;Opaque;Light;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;;No;29;44;10;13
301;Tärna 549;31903;27;;;;Arrow point;Point;;7324575;493441;Tärna;"IMG_0036;IMG_0037";Breccie quartz;Translucent;Translucent;Massive;Fine-grained;Waxy;None;None;Porphyroblastic;Non-foliated;Fine;No;Dark mineral grains and bands of quartz;;;No;23;25;6;4
302;Tärna 593;31676;7;;;;Point preform;Preform;;7328100;491305;Tärna;"IMG_0038;IMG_0039";Breccie quartz;Opaque;Light;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral grains;;;Yes;27;58;;
303;;31903;13;;;;Point preform;Preform;;7285986;509493;Tärna;"IMG_0040;IMG_0041";Breccie quartz;Opaque;Light;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral grains;;;No;23;57;11;11
304;Tärna 549;31903;8;;;;Arrow point;Point;;7324575;493441;Tärna;"IMG_0042;IMG_0043";Breccie quartz;Opaque;Light;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral grains;;;No;16;37;6;5
305;Tärna 565;31901;13;;;;Point preform;Preform;;7327215;481201;Tärna;"IMG_0044;IMG_0045";Breccie quartz;Opaque;Light;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;;No;52;75;28;90
306;;15239;1;;;;Point;Point;;7285986;509493;Tärna;"IMG_0046;IMG_0047";Breccie quartz;Opaque;Light;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;;Yes;23;115;;
307;Tärna 656;31703;1;;;;Point preform;Preform;;7331934;479565;Tärna;"front) IMG_0049;IMG_0050 back) IMG_0051;IMG:0052";Breccie quartz;Opaque;Light;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Bands of dark mineral;;Iron oxide;Yes;66;165;36;430
308;;7973;1;;;;;;;7285986;509493;Tärna;"IMG_0053;IMG_0054";Breccie quartz;Translucent;Translucent;Massive;Fine-grained;Waxy;None;Possible foliation;Granoblastic;Non-foliated;Smooth;No;Dark mineral grains;;;No;31;55;;
309;Tärna 610;31689;5;;;;Point preform;Preform;;7315998;501779;Tärna;"IMG_0056;IMG_0057";Breccie quartz;Opaque;Light;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral inclusion;;;No;23;61;7;11
